"Low","High","pred"
0.133082120833842,0.160714619998521,6
0,0,6
0.407944071528506,0.426496264926664,6
0.482790289021932,0.491650080523683,6
0.613796644636359,0.657282821679504,6
0.236274125236746,0.168412776928593,6
0,0,6
0.955428834216522,1.04266760894719,6
0.554940242030304,0.634693760794984,6
-0.000173534272532556,0.00397458829270323,6
0,0,6
0.663629747731987,0.604396690421311,6
0.9456809350147,0.945050477451352,6
0.859130949365504,0.940104610723092,6
0.111320047080399,0.201234324943722,6
0,0,6
0.135745607927248,0.152378199188279,6
0.0215101283810719,0.0276032125721501,6
0.767000298450595,0.688998794258386,6
0,0,6
0.270064718562149,0.240563937231962,6
0.246631131713403,0.249132219092116,6
0.0825273388237555,0.132489352907329,6
0.115828844857089,0.15263300360326,6
0.841116642316885,0.864459443297068,6
0.170458616886655,0.284107565930006,6
0.29803004574871,0.370343320102514,6
0.0867682153577189,0.125967412447774,6
0.955428834216522,1.04266760894719,6
0.3448472207869,0.309715301189374,6
0.799341970417773,0.880859589660172,6
0.180829201706914,0.154289475987516,6
0.48785019791946,0.544532870703933,6
0.955428834216522,1.04266760894719,6
0.396747148414667,0.542857398134367,6
0.366853152642344,0.304576578424512,6
0.125265235967215,0.132972126387215,6
0.0182660404291381,0.0192702110757693,6
0.800587667349838,0.888023322397792,6
0.797390997756687,0.810897390134777,6
0.384891580815344,0.392990421441465,6
0.345612600292927,0.310763656171821,6
0.831190966584057,0.821510289550819,6
0.278572568584301,0.261811446353238,6
0.00391335326904168,0.0128226292598848,6
0.165009248701308,0.206351584809966,6
0.19876533157809,0.308125190400405,6
0.153983708871518,0.171058572523061,6
0.308038695903798,0.395818925810695,6
0.0569317591380647,0.0601055662625716,6
0.688561460630396,0.612672839656955,6
0.773103043649171,0.959527780260282,6
0.129645438476901,0.166596934319575,6
0.13883103232425,0.125313743799683,6
0.00882027884491509,0.00265520010877924,6
0.145429086571821,0.194978779573155,6
0.0159351116152208,0.021035751726864,6
0.512565125945694,0.544718590799358,6
0.955428834216522,1.04266760894719,6
0.216661470578835,0.292925617154964,6
0.113049592350024,0.123645506514833,6
0.347814456570526,0.390123498943062,6
0.13302139711284,0.114438106263775,6
0.21529100478907,0.178218647397053,6
0.625575647236158,0.681332397608056,6
0.861605902335908,0.870551121672267,6
0.0747289683678377,0.0700271326658175,6
0.580909864612422,0.6226972129576,6
0.746894427399657,0.806763300823656,6
0,0,6
-0.000614404445569659,0.0140721753732413,6
0.0629862104299666,0.0483708435593865,6
0.246990623657719,0.292030137983556,6
0.885392773722373,0.840285889556544,6
0.141441432413752,0.142274955843066,6
0.0103365332104139,0.0098191175713219,6
0.0890699658468356,0.09238861783341,6
0.0452618473955079,0.0632145653326878,6
0.694936061106825,0.686251538395626,6
0.0216059118004026,0.000943334481603724,6
0.754246462280064,0.810740605709487,6
0.196439912308855,0.204657674806554,6
0.519616347197098,0.462307451534314,6
0.955428834216522,1.04266760894719,6
0.223795268786329,0.220507193743321,6
0.809085476311362,0.809045968673138,6
0.138033182074206,0.0718265907411883,6
0.61636966757017,0.61360380438306,6
0.0288827576029956,0.0267337449362012,6
0.153260519233168,0.15266758486879,6
0,0,6
0.955428834216522,1.04266760894719,6
0.0934643241984448,0.118260157379323,6
0.332676802859625,0.365144955489554,6
0.790029881368753,0.786517326852183,6
0.00410098730164161,0.016233827769571,6
0.111692291667935,0.148380011006186,6
0.167806499757283,0.195832166170803,6
0.0347613495608837,0.00151771329860058,6
0.760972458083932,0.80987784212725,6
0.390536315378257,0.281917954490359,6
0.0586933766544108,0.0307569851406678,6
0.955428834216522,1.04266760894719,6
0.22548259177475,0.242462404137828,6
0,0,6
0.750253900385155,0.892598881636378,6
0.0887591084158421,0.0990076076566721,6
0.243101464613337,0.244230333075684,6
0.00102833814654316,0.0000448982131068662,6
0.195511383112409,0.324139827707827,6
0.955428834216522,1.04266760894719,6
0.107391557904668,0.108928212337929,6
0.0881681545409179,0.132094111023045,6
0.955428834216522,1.04266760894719,6
0.00623003370154285,0.02228519962818,6
0.747732737247333,0.790668903799541,6
0.0829016801228464,0.0881498312561279,6
0.336965432610575,0.379910326676328,6
0.0859905380533103,0.093720193821316,6
0.780170475832125,0.982374711818184,6
0.110796002756015,0.146580904749657,6
0.0166247239181214,0.0223505435216186,6
0.200785148323893,0.1550609600399,6
0.012769678158838,0.000557536189053101,6
0.492797930312013,0.465046633337768,6
0,0,6
0.599125354786099,0.604447718589739,6
0.141778387611345,0.151584403110877,6
0.245928268535221,0.271960602239082,6
0.20401732259797,0.381831304329016,6
0.0138913546223066,0.0150825006775587,6
0,0,6
0.499331259590153,0.538391994330377,6
0.781565749289484,0.748921792791541,6
0.0934038590472289,0.0874655435234946,6
0.0553606194007813,0.0895287019235542,6
0.775123469958905,0.748478442478301,6
