"Low","High","pred"
2551.50996597125,2255.91819300909,1
2921.03761048479,2799.41641742227,1
1750.20608215259,1645.04579571393,1
1604.69989467457,1521.76583219345,1
2483.17212645535,1875.54477163176,1
2587.04836660472,2300.0205974834,1
1704.02387293547,1463.58725071859,1
1680.68130324162,1463.94001138504,1
2535.78047103356,2099.53218663702,1
2266.85647282537,2410.28913859099,1
2769.10821249874,2409.85325434393,1
3398.23226630978,3014.71681326971,1
1958.07782240565,1917.92367976495,1
2825.69487988126,2576.76026161007,1
1635.00223182248,1426.33120345014,1
2611.41872400293,2651.15602104571,1
2908.98630697057,3322.97707874396,1
2575.77276282738,2288.11006603192,1
2688.89388356162,2513.58204221484,1
1969.9975436711,1887.41269412119,1
2067.49046504882,2070.92326679001,1
2842.2032070363,2299.93454904973,1
2070.165098102,1913.40232742629,1
2480.45801692059,2659.77537139781,1
2427.15313319605,2043.85363174974,1
2045.29807549412,1948.94991787373,1
2382.14010662824,2679.63962360486,1
2958.92232046646,2502.68969339896,1
3175.6740659709,2796.21086950177,1
2578.02424918274,2363.38908574652,1
2330.88160849846,2785.92963428075,1
2289.49644603937,2139.49690898891,1
2222.29980447605,1982.04656328395,1
2458.55071922664,2267.51898801094,1
2744.05112865037,2625.58953443844,1
2388.31436164924,2161.22292000154,1
2389.73146164858,2133.09834306976,1
2317.45226621168,2058.87760535452,1
1862.26912851486,2126.50386620399,1
2665.02373910832,2530.0506852609,1
2606.67953335443,2450.94977720702,1
2714.20284775008,2858.79133573358,1
2247.45233419947,2328.24354514329,1
2719.48152019767,2473.87818238962,1
1565.63409500395,1570.25153416934,1
1464.19062789125,1712.12902702905,1
1759.73333737255,1725.52704451124,1
2406.51004877166,2378.7474403898,1
2129.59828777765,2107.08427280318,1
2547.89965098089,2195.61093286845,1
1712.140293117,1776.71202412918,1
2597.70428985541,2194.38702659007,1
1932.21977134932,1525.04155851792,1
2579.14059491904,2094.25017408157,1
2348.43297050536,2719.86186837556,1
2005.69551125007,2032.78688409565,1
2006.68299196327,1706.92951517201,1
1846.87067450781,1603.65791602918,1
2337.14483680619,2298.91344156107,1
1382.1327121491,1648.50907368063,1
2461.25918668268,2256.81085072944,1
2402.62968144065,2121.97917375746,1
1843.47527297422,1855.22395357882,1
1543.15034862759,1514.04227204215,1
2319.30796768375,1983.23663515948,1
2885.76612971151,2849.51554559891,1
2294.22937172695,2135.18420514609,1
2568.98488461326,2567.48781158326,1
1729.62419394559,1743.03245744824,1
3019.8523936142,2718.88295459415,1
2737.18618418916,2304.56325430308,1
2428.84968297741,2518.96848283192,1
1672.35351733857,1593.2290209023,1
2838.03816309934,2965.47692366535,1
2248.72198192035,1955.85747129698,1
2555.24914598472,2372.94391040842,1
1703.67111226902,1440.24468102474,1
2727.77860417832,2300.03584463089,1
2575.20237147849,2502.66233158442,1
1834.23018476195,1728.21399985886,1
2455.13067310417,2353.03684161193,1
2765.68231667015,2942.87976704079,1
2409.1725671578,2464.21621244044,1
2132.21778194696,2064.97562463803,1
2863.91417852883,2667.86067440216,1
1587.30789198577,1363.09158021011,1
1866.04778500991,1616.81992320098,1
1852.67733696966,1854.65648708299,1
1714.38258965838,1871.22642571022,1
3028.65282302022,3014.90415728454,1
2291.05473335625,2251.11488129014,1
3258.43771067335,3232.52976562657,1
2664.27874129383,3110.07520627553,1
1627.72353810482,1644.88330391537,1
2796.46627950762,2927.50616525001,1
2114.96111686957,2493.55258098357,1
2949.41678498232,2812.01095809823,1
2270.82853066877,2148.68978317036,1
1837.03389046563,1953.42532114251,1
1482.08535312323,1362.62540929545,1
2815.49886258432,2372.65234595935,1
2229.06032087563,2086.38876672058,1
2554.35962074483,2384.9526049606,1
2747.62175953175,2986.59265159272,1
2534.75330621138,2726.08541257431,1
2823.11214496787,2541.92738230952,1
2509.58552934047,2520.61866828859,1
2722.38025652161,2608.99515884974,1
2706.37193468409,2927.41113462976,1
2610.04757307349,2583.10368864535,1
2620.05311387514,2315.37268716575,1
2976.6305321932,3087.66184593055,1
2379.89718720467,1607.08381185777,1
1971.6078373914,1781.3589013831,1
2089.56631187485,2219.20225042193,1
1437.45537388947,1414.27969230852,1
2357.41385608311,2202.90215650795,1
2154.58498559465,2147.49052148085,1
2552.36920454354,2851.38377699281,1
2396.41532705587,2289.06412759706,1
2608.42516468615,2932.1471927978,1
1547.65018885784,1562.3408376306,1
1953.47668659423,1755.20051131853,1
2439.30280743838,1858.47190283395,1
1962.25247141138,1885.17353006027,1
2615.99855533333,3076.10428277292,1
2156.99896374856,2100.28699714768,1
2027.9152626193,1771.04028402396,1
1861.64924036082,1682.9459604705,1
1446.91516793111,1527.14914033007,1
1921.03314085872,1544.5315379501,1
1828.02502019115,1876.06357183203,1
2051.82550643638,2105.90339074163,1
2164.59971621028,1860.52413813483,1
1923.41996482549,2207.06176599358,1
2408.84737593328,2383.1674971473,1
2854.48216155652,2823.29888417001,1
2578.08252054707,2350.23626838871,1
1608.19366693626,1608.37872704972,1
2396.6791144356,2281.00618640726,1
2544.15775374176,2628.35334840575,1
2398.53168342721,2103.10574237147,1
2816.02664497117,2682.55026696844,1
2226.34892856653,2320.85123355002,1
3498.406293329,3571.239197645,1
1993.39817710189,1547.89331270823,1
2610.85104987971,2315.94015366158,1
1964.21573342553,2128.47611040472,1
2373.81211309779,2482.91482973343,1
2658.30039721944,3000.79456113593,1
3128.84502204,3206.94197453829,1
2234.61823547785,1878.7012380019,1
1831.61674792616,1648.82779231683,1
2320.64235935727,2128.23049502555,1
1847.4870149266,1292.92874114454,1
1670.81966698317,1321.64542916103,1
2592.10376629115,2926.52474187033,1
2921.43318774068,2624.32260394322,1
2151.41034722395,2263.4211976249,1
2594.60337762394,2482.44845119137,1
3007.29753704721,2446.56627207803,1
2078.34563935399,1765.8656243832,1
1661.9089598094,1256.44880886777,1
2580.57920702679,2129.91430725768,1
1616.104363475,1590.39482090362,1
2130.01245228889,2219.53349897997,1
2131.13819546657,2257.17300883727,1
2090.53854544055,2034.07511907189,1
2051.19976857622,2109.85414410401,1
2990.88758062028,3061.57091704428,1
1830.31911550855,1426.89240498505,1
2161.08171461451,2259.89066610729,1
2363.46300144366,2708.06787965275,1
3022.59156299263,2752.72814555411,1
1866.10626400164,1929.68090923185,1
2506.0057086451,2178.85093300073,1
3293.62606786603,2703.52146747041,1
2525.60638109982,2611.24058787157,1
2540.49209224012,2357.444576075,1
1827.54026202114,1693.74307103873,1
2196.87450518632,1989.15670786953,1
2003.84273463107,1884.67352474276,1
2545.56545629972,2293.45034995171,1
2363.55510721085,2841.72786437715,1
1442.32342956107,1671.2043934059,1
1780.21392999838,1513.11577991895,1
2799.34935342926,2551.32577250637,1
2065.66859797961,2293.37703906727,1
3304.71474288333,2997.8801624097,1
2469.20685010473,2487.8992205063,1
2671.60610130705,2245.57806354154,1
2248.6269513001,2045.95181612051,1
2695.8904102716,2341.55864667226,1
1871.97704753394,1720.01800383197,1
2425.44175152198,2361.49662501854,1
2046.2949536487,1929.87097047234,1
2926.87184238857,2992.70884287679,1
1710.76287722664,1504.14074404732,1
2686.04443641544,2710.56143365202,1
2617.86616384504,2431.45979777484,1
2152.2875501694,2168.38841109839,1
2744.36086509999,2521.3546839165,1
2255.86596090878,2128.09557266893,1
2595.23830529808,2459.26231596256,1
2711.85612314708,2547.59285745382,1
2471.90612774679,2496.42646509123,1
2130.98489348199,2360.42017101862,1
2196.47266296951,1959.73157366707,1
1745.99467389094,1754.73747288432,1
1609.76114406713,1700.76131748453,1
2434.19581660332,2101.66713026371,1
1632.53311478469,1588.94701898188,1
2835.21002043418,2900.23122182174,1
2616.82939395409,2425.22079880119,1
1532.04350160973,1584.1681442244,1
1899.5036636749,1993.6935149831,1
1869.79343761169,2264.3783916705,1
2085.83924652842,1859.18682160824,1
2605.5201634013,2592.51126865618,1
1767.00284127623,1526.21032591243,1
1789.62777497013,1722.16213727264,1
2391.51970194234,2089.84557209896,1
2127.53393780973,2075.37089298945,1
2256.87829383825,2294.30019108262,1
1665.67278441174,1539.52271021575,1
1853.78762537244,1707.01243112522,1
2118.80723454293,1951.48043875631,1
3140.91532806437,3622.9519596498,1
1777.31226882139,1601.75313300676,1
1943.22239793295,1564.24541302563,1
2138.57938098279,1916.13836432426,1
2649.60439587504,2921.45743514426,1
3018.86783775406,2820.98599396986,1
1815.54096491033,1999.6319673211,1
1931.52385508519,2111.14864404117,1
3112.02048584702,3057.46978655038,1
1653.01997237144,1581.0547020711,1
2517.08226899536,2716.19933935438,1
2050.18430316629,1841.39005184957,1
2403.62342711477,2000.64075251532,1
2697.5988670926,2247.66998295139,1
1622.40163381299,1576.20523365485,1
2093.51999009029,1996.07365873416,1
3340.55389777983,3282.99690161717,1
2406.64497112828,2313.97104194131,1
2684.50473635391,2886.48650100662,1
1977.40196993141,1623.3195770739,1
2410.97605459905,2280.23320389604,1
2403.02546632394,2272.8991636671,1
1741.1297506998,1600.0722456277,1
2826.06602017568,2561.63206757106,1
2549.72485815795,2401.43043782063,1
2348.19027997925,2139.68091289588,1
2342.44230413654,2527.55713126163,1
2009.3918746741,2348.24898466787,1
2406.50984114426,2052.73363700112,1
1739.80475646765,1761.85680728388,1
2951.90114916761,2508.66490499288,1
1853.56059724863,1638.1288448493,1
2375.33322590396,2019.446722723,1
2686.21925050844,2671.10298157856,1
2834.26201620256,2599.37893034305,1
1844.091613393,1544.49477869418,1
2301.85184392449,2285.22385962982,1
2230.73807577424,1947.94677475824,1
1533.12016323706,1615.72508957309,1
2728.22973557289,2661.55734673065,1
2132.44481007077,2133.85921091394,1
2108.41823115242,2151.31554230059,1
1990.79100522702,1673.02605284771,1
2145.09448963061,1990.06774521784,1
2175.20676553802,2074.82180612158,1
2307.4711623715,2166.64298739407,1
2208.99389276105,2411.24925748965,1
1980.80050394546,1474.01301336501,1
2596.88869838215,2704.5402729882,1
2479.61130827014,2473.3476827771,1
2293.97184930815,2347.7610940174,1
2279.9631334859,2180.51051589878,1
1617.96319742753,1617.01332454933,1
1836.08901871447,1754.83250350457,1
3005.126041792,2747.93694850219,1
2348.88055416466,2327.09628985719,1
2474.16033132781,2021.93735186921,1
1637.77210312331,1504.72972265157,1
2676.05393513388,2511.54839416932,1
1820.54666016422,1642.01213703337,1
2347.82832949882,2135.57372506846,1
2387.67316901418,1979.89010754884,1
1726.16718093981,1579.47803512626,1
2248.74975898968,2224.16512908638,1
2943.44470586886,2907.24926064013,1
2245.57804547204,2116.34147568249,1
2156.04803466388,2023.18903521693,1
3078.8254697087,2896.2925831264,1
1865.38236304077,1921.46653357701,1
1688.70248517551,1541.14532623048,1
2003.7261919024,1910.97915945839,1
1645.40982246834,1514.03913956169,1
2894.84872612522,3099.00804336665,1
2850.75196372964,2361.02398151557,1
2130.49679520412,1749.82639299589,1
2442.15266983935,2313.52011817415,1
2778.07426618378,2685.65138682731,1
1477.42615357488,1539.06886159553,1
2375.80586940694,2444.75693493066,1
1896.44849288592,1859.56422686357,1
2775.70602947237,2310.66419843965,1
1914.80959665996,1730.85187365612,1
2423.10442436036,2357.07656826104,1
3077.75799789536,2845.50025591128,1
2773.31063857381,2645.41076242865,1
3170.64685860859,3090.04198968161,1
2099.61549977553,3057.09007932418,1
2468.52284088024,2505.0027912265,1
2011.41884250391,1478.86248178126,1
1543.09813459678,1405.70023369279,1
2190.50998129742,2361.74829773123,1
1607.01570972777,1462.39717884306,1
2086.25341103967,1971.63604778503,1
2167.90342723148,2127.32572263816,1
2894.03564425022,2733.37935343947,1
2756.63376228669,3166.21387474395,1
2169.16096028533,1997.92936020622,1
1287.43723151415,1485.69087461395,1
1844.10101083438,1851.27320021644,1
2740.63734748882,2915.62633572093,1
1577.17954349453,1452.60926872384,1
2200.27324682777,2165.86394754933,1
2491.88671505511,2242.42493727926,1
1599.74599819669,1335.70009405318,1
1663.39080376139,1745.70416564836,1
2630.74913648961,2561.07086603615,1
1999.05759491267,1780.64419023621,1
2512.69917912117,2967.60894243898,1
2558.23685559538,2539.46139775219,1
1779.0729396732,1616.20650763526,1
2708.35629355186,2582.47481830473,1
2442.80305228839,2475.61754876042,1
1832.47577887105,1918.27957291187,1
2404.69403140857,2153.69255357119,1
2451.06316938573,2052.70293507872,1
2322.51351560424,2237.87309064559,1
1976.17200631951,1695.00979390655,1
2359.85540367896,2097.99248657549,1
2585.14379120969,2695.59280655851,1
2474.0316739321,2291.23269799921,1
2217.12535246268,2257.62998993795,1
1698.10087537236,1564.9081177691,1
1639.43147839396,1404.75849442209,1
1707.52704263855,1856.97856709712,1
2380.86085383858,2419.23347254022,1
2095.62464704938,2705.1325917003,1
2319.9951093887,2068.39253828004,1
1730.76518427077,1639.94172973193,1
1982.93544757215,1575.59766779525,1
2258.52534681447,2111.30487087881,1
2276.88352573545,2206.34684721929,1
1709.44394032801,1544.43044999633,1
2433.93536933145,2537.99834868295,1
2425.607375801,2341.27355481152,1
2303.75641931951,1889.65165055471,1
2745.6889918126,2461.82959610106,1
1899.6782701405,1628.22125952096,1
2389.95556491933,2425.7362588936,1
1609.58925482719,1516.46544001004,1
3434.55889660197,2932.38592033386,1
2001.44107877159,2014.90114105026,1
3158.21460210379,2669.92481674268,1
2149.84579494615,1947.28427764216,1
2141.50881922912,2095.80866902585,1
2083.22580969263,1779.80061406622,1
2900.8575644946,2926.82821335904,1
2480.35672133942,2545.35076853984,1
1726.48004986989,1577.50265844507,1
2168.27477515329,2438.21133198784,1
1958.69437045183,1933.208308269,1
1835.86199059066,1685.94891722866,1
2684.06279477333,2505.72961704043,1
2252.2038471424,2611.4738809563,1
2111.27081077906,2056.59562470416,1
2090.57843717692,2059.39306544693,1
2967.59388484938,2741.99243883066,1
1776.98707759687,1520.70441771363,1
2381.38863622543,2729.13139354931,1
2539.75607661221,2592.21991183452,1
1477.77264928041,1357.89248360787,1
2542.35739878096,2914.5958307909,1
2904.76236878709,3023.63086055134,1
2528.37917725371,2465.88477752507,1
2546.85703138381,2636.88059299067,1
2601.20140222496,2709.27319867578,1
1648.14585936632,1445.6248566809,1
2103.47958182205,1824.5195665867,1
2684.18246998245,2581.68345616555,1
2145.03935074673,2105.48003641641,1
2102.54097503181,1830.44569663027,1
2073.75076850349,1807.66140361827,1
2050.05272091752,2334.4397275275,1
2491.70584362859,2403.37824505989,1
2494.56134810829,2084.90399791553,1
2660.73567985438,2691.36594352196,1
3032.69547452239,2823.17607648042,1
2238.22521036036,1510.73522091309,1
1453.56206645509,1434.0426489344,1
1996.87983469655,1877.49591897887,1
1751.99160522068,2151.56115767976,1
2463.82646682117,2106.36016421492,1
2574.518362254,2519.76590230462,1
2622.06232495919,2462.49835817806,1
1919.53646501402,1848.03402552049,1
2616.97663860515,2443.46849232702,1
2319.14860836564,2207.97865304801,1
1558.15260249655,1233.94062552994,1
2912.26788300116,2547.94854297333,1
2378.53271649093,2395.57803391629,1
2044.92693519971,1964.07811191274,1
1689.13816179517,1717.38326251516,1
2161.52929827381,1867.12508758892,1
2474.18225869102,2737.75366875448,1
2278.55522330054,2189.39971096414,1
2612.41539453011,2306.06327025563,1
1925.16204842195,1933.97210096625,1
2049.34719958461,2287.7545881398,1
2080.90101245284,2184.41845267173,1
2021.33895775409,1934.01805003614,1
2273.1963521254,1871.64936478065,1
2817.17661748292,2234.21035399702,1
2630.12026614899,2462.76214555778,1
2018.57514378678,1734.12467512753,1
2337.11392725639,1928.34630993092,1
2222.39796757676,1994.21169230117,1
2788.57981230296,2459.51064856739,1
2073.44688175999,1464.38759504435,1
2083.51131680817,2161.545186373,1
1919.71733644054,1687.08071773986,1
2130.66555196359,1831.86279662962,1
2398.08994947403,2048.36266179397,1
2659.96269734316,2677.06900335851,1
2706.99433243639,2495.18710403794,1
2383.72868061272,2183.78331737019,1
2573.27607634765,2508.43202716295,1
2475.58703639592,2626.60499984837,1
2233.44048589676,2058.73349318392,1
1977.88693572883,2131.65388125588,1
2232.86696206741,2171.02628489566,1
2305.33935122527,2167.31780680459,1
2390.24065678008,2155.45322442301,1
2602.32714540264,2746.91270853308,1
2426.32814428141,2247.22845662561,1
3213.02848396746,3065.36816079469,1
3215.46731433764,3510.22662379885,1
3166.91060344819,2749.26194273435,1
2706.93585344466,2182.32611800707,1
1576.18266533995,1471.68821612522,1
3022.77577452701,3020.04811500291,1
2573.15640113853,2432.47818803783,1
2324.82348095132,2626.01309639106,1
2676.63059144369,2501.51507629832,1
2295.92571388092,2284.28525283958,1
2016.5231161133,1785.43538728812,1
2342.24577030772,2177.2130698385,1
2791.82211947937,2637.20557658779,1
2548.2862460502,2365.76630464452,1
1667.09301689154,1613.65760712472,1
2543.79246315346,2195.97288334889,1
3018.83087087075,2571.91371804689,1
2434.57029700559,2514.81221345414,1
2524.38873978235,2765.95489667855,1
2653.62866774926,2768.20011807299,1
3157.26074816605,2816.58118435986,1
2435.37105658615,2797.41681140699,1
2019.62131111911,2047.14209562344,1
2572.23638160364,2725.94735773723,1
2702.10225505811,3050.25562915797,1
2165.45561467471,2027.71644488912,1
2146.90131717972,2234.35801390287,1
1639.88553464158,1542.52566697391,1
3028.27855024535,2927.7728774828,1
2317.80230965247,2631.98830798499,1
2344.70883001199,2136.09211001394,1
1832.78551532067,1814.04472238993,1
2550.83201408027,2151.52690802211,1
2381.6033420548,2714.99088785089,1
2390.05957772616,1990.39272881496,1
1708.16489516575,1610.03810232037,1
1455.80436299647,1528.55705051543,1
2612.75604052952,2572.39555136384,1
2050.75803462303,2055.11106352651,1
2004.36717691006,1766.2981685224,1
2290.34607954289,2102.17026806168,1
1566.56037949975,1481.30131215145,1
2831.20705304099,2791.26344561222,1
2592.27524027629,2458.79301256744,1
2383.36380527922,2403.4304590907,1
2297.38249798924,1955.46481889415,1
2106.50739079648,2342.3688036942,1
2498.64096649377,2142.24819303438,1
2470.76200494115,2497.25771896678,1
2836.64529243408,2507.62207776841,1
1537.63211813435,1421.03394374719,1
1707.93786704194,1541.15451604446,1
2557.73998275832,2600.13060837326,1
2578.69906859325,2365.52089689275,1
2261.79229857975,2455.04798284785,1
2863.85298231144,2904.76782130791,1
2566.50637013409,2423.32520559275,1
2298.90130882454,2693.79245159771,1
2653.63472508278,2646.70526236581,1
2073.86146152603,2228.86442799851,1
2118.93296708558,1905.93942217425,1
2388.89415043951,2253.4490759713,1
2833.35724381517,2752.11786246884,1
2700.17554467247,2403.99771795913,1
2265.38402631476,2227.81220333266,1
2208.73616271484,2297.81234297227,1
1653.10894565817,1612.45521295475,1
3407.75346419622,3216.6929177742,1
2363.67123468472,2163.39462288415,1
2355.26366530892,2242.04773965132,1
2077.07578400571,1812.23789484082,1
1810.04403889811,1644.39854574535,1
2256.88435117178,2172.80533537543,1
2726.27566337271,2399.01938451978,1
2318.31088190177,1676.30177917218,1
2267.09540798883,1910.16921006386,1
2279.7576174705,2175.41563973077,1
1975.8835743509,1537.01955114771,1
2853.46690377399,2880.84859530425,1
2928.75511330257,2859.36172708247,1
2020.13677121152,2274.0159246582,1
1883.74973177573,1997.27312805106,1
1949.99836910743,1853.87118227733,1
2209.36795790852,2172.36673390271,1
1770.41683006518,1562.18732801862,1
2881.00563458199,2911.53439504101,1
3027.64654742427,2727.20468316367,1
2857.41452465591,2779.21485932366,1
2483.29827425279,2482.03136182707,1
2767.62678380155,2572.62550434071,1
1981.27001496798,1797.06375173191,1
2358.87084781882,2200.09552595121,1
1598.24305739108,1434.68363394206,1
2458.21341333508,2429.45998413217,1
2356.90173609855,2404.30160470263,1
3234.78227204942,3234.85790297422,1
2339.66282776693,1816.36638714926,1
1923.72030383374,1796.04849394938,1
2759.24072653416,2715.06733121579,1
2225.46525303277,1885.35126900633,1
2189.16639980992,2235.98981973159,1
2167.70710103007,2102.99546460372,1
2402.04404294426,2477.26167688357,1
1843.47193286636,1426.95067634938,1
2173.41246791075,2239.56943279955,1
2831.66403414167,2705.27628861611,1
2831.06565809605,2325.50709299052,1
2381.10918644341,2225.89196553534,1
2837.86000889849,2576.66209850936,1
1722.93427120478,1708.56152862812,1
2693.96432276816,2673.34214563948,1
2725.2512157762,2475.80447752045,1
2940.10131073868,2941.14353315045,1
2483.93925926045,2337.35037089108,1
1515.60242800561,1502.59185417182,1
2886.71998364925,2702.85917798173,1
2308.33959075777,2742.87318951137,1
1836.22080859064,1587.79663121533,1
2206.51537828188,2267.08665149914,1
3075.05245529238,2632.45406364485,1
2167.53249456447,2468.46772006586,1
2689.02588106518,2672.55997331428,1
2846.02237814991,2793.60996258782,1
2195.86843721777,2027.47103713735,1
1930.52676930321,1804.21378805387,1
2681.65194909987,2655.19261521436,1
1826.92977130847,1556.96358682751,1
1857.67091755651,1740.02636820962,1
2149.09432454334,1996.77604758661,1
2402.29530040215,2060.16584033076,1
